	news_title	label
930	Babu Wani Yunkurin Tauye Hakkokin 'Yan Jarida a Najeriya - Majalisa	Nigeria
931	Najeriya ta Lashi Takobin Kawar da Polio Nan da 2015	Nigeria
932	Hukumomin Amurka Sun Amince Da Sabon Maganin Ciwon Suga Na Kamfanin Johnson & Johnson	World
933	Cikakken Bayanin Cutar Maleriya Kashi Na Uku - Yadda Maleriya Take Yaduwa	Health
934	An Tsananta Zanga-zangar Kiran Shugaba Boutlefika Ya Tafi	World
935	Buhari Na Kan Gaba Zuwa Yanzu a Zaben Shugaban Kasa	Africa
936	Benjamin Netanyahu Ya Yi Nasarar Samun Wa’adi Na Biyar	Nigeria
937	INEC Ta Tsayar Da Ranar Da Za a Sake Zabuka a Najeriya	Politics
938	Muhimman Bayanai Kan Rigakafi Da Kula Da Kananan Yara	World
939	Zaben Buhari: PDP Ta Ruga Kotu	Nigeria
940	Kudin Dake Asusun Ajiya Na Kasar China Zai Kare A Shekarar 2035	World
941	Najeriya Na Jerin Kasashen Da Aka Fi Yawan Kashe-kashe A Duniya	World
942	An Yi Jana'izar Wasu Sojojin Saman Najeriya Da Suka Mutu A Fagen Daga	World
943	Almajiran El-Zakzaky Sun Yi Ikirarin An Kashe Musu 'Yan Uwa Ranar Ashura	World
944	Wani Lauya Ya Shigar Da Karar Neman A Mayar Da Nnamdi Kanu Najeriya	Nigeria
945	Myanmar Ta Saki 'Yan jaridar Reuters Biyu Da Ta Tsare	Nigeria
946	Ana Kokarin Kare Kasar Kongo Daga Wata Annobar Ebola	World
947	Zabe Na Tafiya Kamar Yadda Ya Kamata A Kano Da Jigawa	Nigeria
948	Hira Da Dan Takarar Jam'iyar People's Trust, Joel Gbenga Hashim	World
949	Rashin Tsaro Zai Iya Yin Cikas Ga Yarjejeniyar Kasuwancin Afirka - MDD	Africa
950	Ba Zan Cika Wa'adina Ba Idan Aka Zabe Ni a Karo Na Biyar - Bouteflika	World
951	Shugaba Trump Ya Sami Bayanan Sirri Kan Rikicin Nukiliyar Da Koriya Ta Arewa.	World
952	Za A Yi Ma Yara Miliyan 20 Rigakafin Polio A Gabas Ta Tsakiya	Nigeria
953	Yunwa Ce Ta Sa Wasu Mata Saida Kuri'unsu A Maiduguri- Inji Kakabe	World
954	Yau Ta Ke Ranar Kare ‘Yancin Bil Adama Ta Duniya	Africa
955	Shayar da jarirai da nonon uwa yana kara masu basira	World
956	Cin Hanci Da Rashawa Ke Kawo Rashin Tsaro A Duniya- Muhammadu Buhari	Nigeria
957	An Sake Sassauta Dokar Hana Fita a Kaduna	World
958	Mozambique: Chang Zai Fuskanci Shari'a A Kasar Sa	World
959	Da Alamu Jam'iyyar ANC Ta Afrika Ta Kudu Ita Zata Lashe Zabe	Africa
960	Kimanin mutane dubu bakwai ke dauke da nau’in tarin fuka da baya jin magania Najeriya	World
961	Asusun tallafi na Bill da Milinda Gates ya kashe dala miliyan 6.7 a jihar Gombe	World
962	Kasar Ghana Ta Shiga Fargabar Samun Harin Ta'addanci	Africa
963	Shugaba Buhari Zai Je Maiduguri	Nigeria
964	Yau Take Ranar Yaki Da Talauci a Duniya	World
965	Hukumar Alhazai Ta Ce Za'a Fara Kai Kayan Abincin Nigeria Saudiyya	Africa
966	Guguwar Trami Ta Afka Kan Japan	World
967	Ana Kokarin Shan Kan Bazuwar Ebola a Kasar Guinea	World
968	An yiwa wadansu mata 18 masu yoyon futsari tiyata a Cross River	World
969	An Samu Bullar Polio 14 A Jihar Borno	Nigeria
970	Wasu Kungiyoyi Na Gudanar Da Tarukan Kawo Fahimtar Juna Tsakanin Musulmai Da Krista	World
971	Ana Cigaba Da Garkuwa Da Mutane a Adamawa Da Taraba	World
972	Hukumar Lafiya Ta Duniya Ta Amince Da Wani Maganin Yakin Tarin Fuka Ga Masu Cutar HIV	Health
973	Najeriya tana fuskantar barazanar gaza cimma muradun karni	Africa
974	Zakuna Na Cinye Wa Makiyayan Kudancin Kamaru Dabbobi	Africa
975	Ribar Shan Ruwan Zafi Na Lemo Kowacce Safiya	Nigeria
976	Amurka Za Ta Taimakawa Nigeria Ta Gudanar Da Zaben 2019	Politics
977	Mutane biyu cikin uku na fuskantar barazanar kamuwa da cutar dundumi a Najeriya	Health
978	Rasha Ta Kama Wani Ba’Amurke A Birnin Kan Zargin Leken Asiri	World
979	Tsohon Shugaban Sashen Hausa Ya Zama Ministan Matasa Da Wasanni	Africa
980	An Kammala Taron Kungiyar Matan ECWA	Nigeria
981	Matsalar Bangar Siyasa A Adamawa	World
982	An Tsige Kakakin Majalisar Dokokin Jihar Kano	Nigeria
983	Gwamnatin Nigeria Za Ta Shawo Kan Matsalar Wutar Lantarki	Africa
984	Cutar Ebola Ta Yadu a Wasu Sassan Congo - WHO	Health
985	Wata Fashewa Tayi Sanadiyar Mutuwar Mutane Biyu A Rasha	World
986	Daruruwan Mata Sun Tattaru A Kofar Majalisar Dokokin Najeriya	World
987	China Na Fada Da Addini - Inji Jakadan Amurka	World
988	Masu ilimin kimiyya a Najeriya sun bayyana illar Fansidar a jinyar mata masu juna biyu	World
989	Dambarwar Siyasar Jam'iyyar APC a Adamawa Ta Kai Ga Zuwa Kotu	Politics
990	Najeriya Na Karbar Bakuncin Atisayen Sojojin Ruwa Da Amurka Ta Shirya	World
991	Shugaban Ghana Ya Sallami Ministan Makamashin Kasar	Africa
992	"Kamfanin Facebook Ya Soke Shafukan "" Yan Kasar Iran 51"	World
993	A Karo Na Uku An Sassauta Dokar Hana Zirga-ziga a Garin Kaduna	World
994	Amurka Ta Gufanar da Saipov, Mutumin da Ya Kai Hari a New York, Gaban Kotu	World
995	An Bukaci Fallasa Malaman Jami'a Masu Lalata Da Dalibai	World
996	An Kai Hari Kan Jiragen Dakon Man Fetur Na Saudiyya	World
997	Mai Mala Buni Zai Tsaya Takarar Gwamna a Jihar Yobe	Politics
998	Ranar Nakasassu A Duniya, Ranar Mutunta Bil Adama	World
999	Kungiyoyi Sun Ce Ba Za Su Zuba Ido Matakan Tsaro Na Sukurkucewa Ba	World
1000	Najeriya ta ci alwashin rage macen macen kananan yara	Africa
1001	An Alakanta Yawan Shan Kwayoyi A Borno Da Yakin Boko Haram	Nigeria
1002	Yau Ake Bikin Karamar Sallah a Najeriya	World
1003	Jamhuriyar Nijar: An Ba Da Umarnin Dage Dokar Ta-Baci A Yankin Tilabery	Africa
1004	Rikicin Tiv, Jukun Ya Sa An Rufe Jami'ar Tarayya a Wukari	World
1005	Takaddamar Murabus Din Ministar Kudi Kemi Adeosun	World
1006	Dan Kunar Bakin Wake Ya Kashe Mutum 17 A Mogadishu	Nigeria
1007	Gwamnonin Arewacin Najeriya Sun Amince Da Shirin Kafa Rugage	World
1008	Wani Babban Hadimi Ya Kare Kafa Dokar Ta Baci Da Trump Ya Yi	World
1009	Belgium Ta Ba Laurent Gbagbo Mafaka	Nigeria
1010	Jami'in Rotary Ya Yaba Ma 'Yan Jarida Masu Yaki Da Polio	World
1011	Sarkin Qatar Ya Kauce wa Batun Iran a Ganarwarsa Da Trump	World
1012	Imo: An Ceto Wasu Mazauna Amurka Daga Masu Garkuwa	World
1013	Jamhuriyar Niger Na Shirin Tura Sojojin Ta Mali	Africa
1014	Tsohon Shugaban Hukumar Tsaron Farin Kaya, DSS, Lawal Daura Na Hannun 'Yan Sanda	Africa
1015	An Sake Kai Karar Shugaba Trump Kotu	World
1016	An Samu Barkewar Cutar Amai Da Gudawa a Mozambique	Health
1017	An kaddamar da wani shirin kula da mata masu juna biyu ta wayar salula	World
1018	Za a yiwa kananan yara miliyan 111 rigakafin shan inna	Nigeria
1019	Yan Sanda Sun Gano Mota Shake Da Makamai A Las Vegas	World
1020	Kalaman El-Rufa'i Yunkuri Ne Na Bata Sunan Najeriya - Sule Lamido	Nigeria
1021	Rasha Ta Raunata Mayakan Ruwan Ukraine Shida	World
1022	Ranar Bada Agaji Ta Duniya	Nigeria
1023	Kimanin mutane dubu daya ke kamuwa da kwayar cutar HIV kowacce rana a Najeriya	Health
1024	Jakadan Najeriya a Afirka Ta Kudu Ya Yi Murabus, Kuma Ya Koma PDP	Politics
1025	China Za Ta Cire Haraji Kan Wasu Jerin Kayakin Amurka	World
1026	Har Yanzu Sojojin Venezuela Suna Biyayya Ga Maduro	World
1027	Bincike ya nuna jemagu suna dauke da miyagun cututuka	Health
1028	Najeriya: Kungiyar Ma'aikatan Jami'o'i Ta Shiga Yajin Aikin Gargadi	Africa
1029	Najeriya Ta Lallasa Kamaru Da Ci 3-2	Africa
1030	Mutane da yawa a jihar Florida zasu dade ba su da wutar lantarki	World
1031	Jami'an Tsaro Sun Hallaka Wani Madugun 'Yan Bindiga	World
1032	Sarkin Japan Ya Sauka Daga Karagar Mulki	World
1033	Nijeriya Tana Bukatan Inganta Sashin Kiwon Lafiyarta	Nigeria
1034	KAJURU: Muna Son A Kare Rayuka Da Kaddarorin mu	World
1035	Dalilin Hana Duk Wani Nau’in Gangami a Kano – ‘Yan sanda	Nigeria
1036	Kun San Abin Da Buhari Ya Fadawa Sakkwatawa?	Nigeria
1037	Matasa dubu dari bakwai suke dauke da kwayar cutar HIV a Najeriya	Health
1038	Jiya Lahadi Dubban Mutane Suka Yi Macin Neman A Karawa Puerto Rico Agaji	World
1039	A Sudan ta Kudu Gwamnati Da 'Yan Adawa Sun Rabbata Hannu Akan Yarjejeniyar Zaman Lafiya	Nigeria
1040	Qatar Za Ta Fice Daga OPEC	World
1041	Gwamnatin Jahar Kaduna Ta Sassauta Dokar Hana Fita	Nigeria
1042	Bill Gates Yace Yadda Ake Allurar Rigakafi a Nigeriya Tana Tafiyar Hawainiya	World
1043	Atiku Abubakar Ya Karbi Tikitin PDP Don Karawa Da Buhari A 2019	Nigeria
1044	Amurka Ta Bukaci China Ta Daina Garkame Musulmi Kabilar Uighur	World
1045	Amurka Ta Ce A Shirye Ta Ke Ta kwade Koriya Ta Arewa	World
1046	Amurka Ta Jaddada Bukatar Gudanar Da Zaben Najeriya Cikin Lumana	Politics
1047	Mutane Da Yawa Ba Su Fita Zaben Afghanistan Ba	Politics
1048	An Kaddamar Da Cibiyar Tattara Bayanan Sirri a Jihar Filato	World
1049	"Za A Dawo Da Shirin Karbar Harajin Iyakar Shiga Gari Ko ""Tollgate"""	World
1050	Jam'iyar Republican Ta Sha Kaye A Zaben Gwamnonin Jihohi Biyu	Politics
1051	Darikar Tijjaniya Ta Nesanta Kanta Da Kungiyar 'Yan Hakika	Africa
1052	Ko Macedoniya Zata Sauya Suna A Yau?	World
1053	ZABEN NAJERIYA: Zaben Shugaban Kasa Da Na ‘Yan Majalisu	Africa
1054	Trump Ya Ce Ana Iya Daidaitawa Kan Makomar 'Ya'yan Bakin Haure	World
1055	Cin Kwayaoyi Dangin su Gyada Bashi da Matsala ga Mata Masu Ciki	World
1056	Nigeria Za Ta Yi Aiki Da Kungiyar Yaki Da Cin Hanci Da Rashawa Ta Kasa Da Kasa	Africa
1057	Majalisar Dinkin Duniya Za Ta Karfafa Zaman Lafiya A Afghanistan	World
1058	Waye Zai Lashe Zaben Shugaban Kasar Senegal?	Africa
1059	Ana Dakon Sakamakon Zaben Shugaban Kasar Mali	Africa
1060	Mahathir Na Niyar Murabus Ya Bawa Tsohon Mataimakinsa Dama	Politics
1061	Mutanen Taraba Sun Nuna Damuwa Ga Dokar Hana Fita	Nigeria
1062	Amurka Da China Sun Koma Bakin Dagar Cinakayya	World
1063	Mutane 19 ne Kawai Suka Kamu da Cutar Ebola a Najeriya	Health
1064	Raguwar Mutuwar Mata	Health
1065	Mutum 15 Ke Mutuwa a Titunan Najeriya a Kullum - Rahoto	Nigeria
1066	Masu Ruwa Da Tsaki Sun Fara Taron Wuni Uku Kan Harkokin Tsaro	World
1067	Niger Da Nigeria Suna Sintirin Hadin Gwiwa Akan Iyakarsu.	Nigeria
1068	Amurka Ta Shirya Ta Kashe Har Dala Miliyan 60 Domin Yaki da Ta'addanci a Yankin Sahel	World
1069	Bukukuwan cikar Najeriya Shekara 59 Da Samun 'Yanci	Nigeria
1070	Najeriya, Nijar Sun Yi Taro Kan Tsaron Yankunansu	Africa
1071	Kristoci Sun Fara Gudanar Da Bukukuwan Easter a Fadin Duniya	World
1072	Zaben Brazil: Za a Je Zagaye Na Biyu Tsakanin Haddad da Jair	Politics
1073	Cikakken Bayanin Cutar Maleriya Kashi Na Biyu - Me Ke Janyo Cutar Maleriya?	Health
1074	Kungiyoyin Arewa Sun Baiwa Shugaba Buhari Wa'adin Kwanaki 30!	Nigeria
1075	Ana Cece-Kuce Kan Auren Wani Dattijo Da Karamar Yarinya A Jihar Naija	World
1076	Anyi Kira Ga Kasashen Duniya Su Yanke Hulda Da Kasar Myanmar	World
1077	Siyasar Uban Gida Tana Da Hadari Ga Damokaradiya:Masana	World
1078	An Fara Samun Matsalar Wutar Lantarki A Jamhuriyar Nijer	Nigeria
1079	India Na Ci Gaba Da Sauya Matsayin Kashmir Na Mai Cin Gashin Kai	World
1080	Manyan Kungiyoyi Sun Hada Hannu a Yaki Da Cutar Kanjamau	Health
1081	APC: Ana Kai Ruwa Rana Game Da Batun ‘Yan Takarar Gwamna a Adamawa da Taraba	Politics
1082	An Fara Azumin Watan Ramadana A Duk Fadin Duniya	World
1083	Shin APC Za Ta Amince Da Zaben Yar Tinke A Jihar Adamawa?	Politics
1084	Jirgin Kasa Ya Murkushe Shanu 52 A Kaduna	World
1085	Najeriya Ta Hana Daukar Fansa Kan Kaddarorin Afurka Ta Kudu	Africa
1086	Hadakar Kungiyoyin Kudancin Najeriya Na Kira Ga Fulani	Nigeria
1087	Hukumar UNFPA Zata Bada $2.5 Domin Kula da Lafiyar Mata Da Kananan Yara a Nigeriya	World
1088	Masana Sun Gano Sabuwar Hanyar Gano Masu Dauke Da Cutar TB	Health
1089	Joshua Wong Ya Shiga Zanga Zangar Hong Kong	World
1090	Tsohon Shugaban Kasar Misra Morsi Ya Rasu	Africa
1091	Yawan Mutuwar Mata Da Jarirai Wajen Haihuwa Ya Ragu.	Health
1092	Rashin Kudi Ya Kashe Kasuwar Raguna A Adamawa	Nigeria
1093	Wacce Rawa Sabbin ‘Yan Majalisun Dattawan Najeriya Za Su Taka?	World
1094	Matasan Nigeria Sun Yi Wa EFCC Korafi Kan Yadda Kamfanonin Waje Ke Hana Su Aiki	World
1095	Wasu Matasa Sun Bijirewa Bangar Siyasa a Kogi Da Pilato	World
1096	Sarakuna sun yunkura wajen ceto rayukan kananan yara	World
1097	Dandalin Gwamnonin Najeriya ya nemi goyon bayan kungiyoyin mata a yaki da cutar Polio	Health
1098	Afrika Ta Zama Nahiya Mai Saurin Samun Ci Gaba-Inji MDD	Nigeria
1099	Kotun Zabe Ta Jaddada Nasarar Kauran Bauchi	Nigeria
1100	Lamarin 'Yan Boko Haram Ya Tayarwa Da Wasu 'Yan NIjar Hankali	Africa
1101	Shekarar 2019 Za Ta Gaji Gyauron Al'amuran Shekarar 2018 -- inji Aminu Sule	Politics
1102	Cutar Atini Ta Kashe Yara Biyar A Afirka Ta Kudu	Health
1103	Amurka Na Duba Yiwuwar Cire Sudan Daga Jerin Kasashe Masu Taimakawa Ta'addanci	World
1104	An Fara Kai Ruwa Rana Tsakanin 'Yan Majalisa Da Mataimakansu A Nijer	World
1105	An Samu Cigaba Wajen Kawar da Yada Cutar Kanjamau Daga Uwa Zuwa ga Jariri	Health
1106	Amurka Da Kungiyar Amnesty International Sun Nuna Damuwarsu Kan Kisan Hauwa Liman	World
1107	Trump Ya Nuna Rashin Amincewarsa Ga Masu Wariyar Launin Fata	World
1108	INEC Ta Bude Zauren Karbar Sakamakon Zabe a Abuja	Politics
1109	An Kara Tsaida Yoweri Museveni A Matsayin Dan Takarar Shugaban Kasa	Africa
1110	An Sami Bullar Ciwon Shan Inna A Ethiopia	World
1111	Jami'an Tsaron Jihar Oyo Sun Ce Sun Shiryawa Zabe	Nigeria
1112	Yadda Harin Ramuwar Gayya Ke Kara Ta'azzara Rikicin Kaduna	World
1113	Borno: Sake Samun Tabarbarewar Lamuran Tsaro	Nigeria
1114	An Gudanar Da Zanga-zangar Rashin Samun Wutar Lantarki a Jihar Neja	World
1115	Jihohin Da Cutar Kyanda Ta Fi Kamari a Najeriya	Health
1116	Kwamandojin Boko Haram Sun Bindige Jagoransu Mamman Nur	Nigeria
1117	An Tuhumi Tsohon Shugaban Yakin Neman Zaben Trump Da Cutar Amurka	Africa
1118	Yan Majalisar Dokokin Amurka Na Matsawa Shugaba Trump Ya Ayyana Cewa Ana Yiwa Rohingya Musulmai Kisan Kare Dangi a Myanmar	World
1119	Yau Alhamis, ranar Kanjamau ce ta Duniya	Nigeria
1120	Guguwar Tsunami Ta Kashe Mutane 43 A Indonesia	World
1121	An Tsige Ministan Kudin Jamhuriyar Nijer Daga Mukamin Sa	World
1122	An Kama 'Yan Dabar Amurka Dari Uku	World
1123	Wasu 'Yan Siyasar Jihar Zamfara Sun Yi Murna Da Dage Zabe	Nigeria
1124	Mutane 17 Suka Mutu Sanadiyar Gobarar Dajin Jihar California	World
1125	Mata 'Yan Jarida A Jamhuriyar Nijar Sun Bayyana Matsalolinsu	Africa
1126	Cikin Mummunan Yanayi Aka Sami Mutanen Da Aka Ceto A Wata Makarantar Islamiyya A Kaduna	World
1127	Wani Kunar Bakin Wake Yayi Sanadiyyar Mutuwar Mutane 4	World
1128	Gwamnatin Iraqi Na Shirin Fito Da Wasu Tsare tsaren Garambawul	World
1129	Sojoji Masu Yawa Sun Halaka A Kauyen Tongo Tongo Na Jamhuriyar Nijer	World
1130	Majalisar Wakilan Najeriya Na Gani Ya Kamata A Ba Masana'antu Tallafi	World
1131	Akalla Mutane 23 Ake Hasashen Sun Mutu A Gobarar Japan	World
1132	An Gudanar da Bukin Ranar Kutare a Jihar Maradi	World
1133	Najeriya: Za A Kafa Tashoshin Zamani Na Motoci	World
1134	Zaben Mauritania: 'Yan Takara 6 Za Su Fafata Gobe Asabar	Politics
1135	"Sojojin Najeriya Da Nijar Sun Kaddamar Da Farmakin ""Operation 'Yancin Tafki"""	Africa
1136	An Gudanar Da Zanga-Zangar Lumana A Kan Zaben Gwamnoni	Politics
1137	An Tsayar Da Ranar Zaben Kanannan Hukumomi A Jihar Filato	Politics
1138	Shekara Daya Da Rabi Ba A Samu Bullar Polio A Sokoto Ba - In Ji Wamakko	Nigeria
1139	Tawagar Turai Ta Ce Ba Za Ta Fifita Wani Bangare A Zaben Najeriya Ba	Politics
1140	Najeriya Ce Kan Gaba Wajen Yada Polio A Duniya	World
1141	Kwararru sun jadada muhimmancin shayar da jarirai da nonon uwa	World
1142	Ruwan Teku Na Iya Mamaye Legas Nan Da 2050 - Dr. Muhtari	Nigeria
1143	Wani Yaro Dan Kasar Guatemala Ya Mutu A Hannun Jami’an Amurka	World
1144	Yan Kwana-kwana Na Cigaba Da Dauki Ba Dadi Da Wutar Daji A Jihar California	World
1145	Kimanin Mutane Dubu 95 Suke Mutuwa Ta Dalilin Shakar Hayakin Murhu	Nigeria
1146	Wani Dan Nijer Ya Sami Kujerar Hajji Albarkacin Bada Gummuwar Jini	Africa
1147	Gamayyar Kungiyoyin Mata Musulmi, FOMWAN, Kan Polio	Nigeria
1148	Sojoji Sun Ci Zarafin Yara 3,600 A Najeriya - Rahoto	World
1149	Kirsimeti: Paparoma Ya Yi Fatan Samun Zaman Lafiya a Gabas Ta Tsakiya	Africa
1150	Zama Kusa Da Dam Na Hadassa Kamuwa Da Malaria	World
1151	Ana Kara Daukan Matakan Wanzar Da Zaman Lafiya a Pilato	World
1152	Mama Taraba Ta Zama Yar Takarar Gwamna Karkashin Jam'iyyar UDP	Africa
1153	Rashin Zaman Lafiya A Najeriya Siyasa Ce - In Ji Kungiyar Mata	Nigeria
1154	Ba Lallai Ne Cin Kitse Ya Zamo Mai Lahani Ga Lafiya Ba, Amma...	Nigeria
1155	Hasashen Masana Kan Jihohin Da Ka Iya Ba Jam'iyya Nasara	World
1156	Kawar Da Maleriya Zai Yi Wuya Ba Tare Da Rigakafinsa Ba	Nigeria
1157	NIJAR: Da Sauran Kalubala A Yaki Da Boko Haram	Africa
1158	Shugaban Nijer Ya Lashi Takobin Ganin Bayan 'Yan Ta'addan Yankin Sahel	Africa
1159	Amurka Tana Zargi Iran Da Kai Hari A Kan Jiragen Dakon Mai	World
1160	Amurka Ta Tallafawa Sojojin Jamhuriyar Nijar Da Miliyoyin Daloli	Africa
1161	Jigawa Ta Shirya Ba Yara Miliyan 1 Da Dubu 200 Rigakafin Polio	Health
1162	‘Yan Sanda Zasu Gurfanar Da Mutanen Da Ake Zargi Da Kashe Janar Alkali	World
1163	Firayim Ministan Burtaniya Yayi Yunkurin Rage Tsawon Wa'adin Zaman Majalisar	World
1164	‘Yan Sandan Jihar Bauchi Sun Kama Wasu ‘Yan Jam’iyyar PRP 22	World
1165	Dan Takarar Shugaban Kasar Nijar, Ya Musanta Wani Labari	Africa
1166	Kashedin Amurka Ga Sauran Duniya Akan Makaman Nukiliyar Iran	World
1167	Kashi 13% Na Kananan Yara Dake Mutuwa Na Faruwa a Kasar Nigeriya	World
1168	Wasu Manyan Jami'an Amurka Sun Ce Korea ta Arewa Na Iya Kai Hari Kan Amurka cikin 'Yan Watanni Masu Zuwa	World
1169	Kwararru Sun Ce Gubar Dalma A Jihar Zamfara Ta Yi Yawan Da Ba Su Taba Gani Ba	World
1170	Jam'iyyar SDP Tace Dan Takararta na Gwamna A Jihar Adamawa Na Nan Daram	World
1171	Shugaba Buhari Ya Kaddamar Da Yakin Neman Zabe	Nigeria
1172	Gwamnatin Taraba Ta Ce A Shirye Take Ta Farfado Da Fannin Yawon Bude Ido A Yankin Mambila	World
1173	Matsalar Tsaro Na Barazana Ga Hadin Kan Najeriya - Obasanjo	Nigeria
1174	Kamfanin NNPC Zai Yi Wa Al'ummar Najeriya Aiki - Mele Kyari	Nigeria
1175	Yan Sandan Kaduna Na Farautar Masu Tada Tarzoma A Cikin Jihar	World
1176	Cutar Ebola ta Isa Najeriya	Health
1177	Najeriya ta kiyasta kashe Naira biliyan 4.7 a wani sabon shirin yaki da cutar Polio	Health
1178	Zaben Fidda Gwani Na Gwamnoni Na Kara Cazawa Jam’iyyar APC Kai	Politics
1179	Abuja: Gangamin Kungiyoyin Mata a Birnin Tarayya	World
1180	Brazil: Fursunoni Kusan 57 Sun Mutu A Gidan Yarin Altamira	World
1181	Iran Ta Bukaci Amurka Ta Daina Mata Barazana	World
1182	Alhazan Najeriya Na Kukan Rashin Masauki Mai Kyau A Saudiyya	World
1183	Ba A Bukatar Yin Rigakafin Shawara Sau Biyu	World
1184	An Sake Yin ‘Yar Girgizar Kasa A Abuja	World
1185	Hotunan Kan Kwalin Sigari Na Iya Sa Mutane Daina Shan Taba	World
1186	Gwamnatin Najeriya Ta Ce Ta Na Kokarin Murkushe 'Yan Bindiga	Africa
1187	Ba za a iya shawo kan matsalar gubar dalma ba a jihar Zamfara	Nigeria
1188	Bouteflika Zai Sauka A Mulki	Nigeria
1189	Tsoffin Shugabannin Amurka 5 Sun Halarci Gangamin Raye-Raye Don Tara Kudin Tallafawa.......	World
1190	Rasha Ta Soki Amurka Game Da Gwajin Wani Makami Mai Linzami	World
1191	Matashin Da Ya Hau Turken Salula Don Fushi Da Gwamnatin Buhari Ya Sauko	Nigeria
1192	Zaben Dan Takarar Gwamna A Adamawa Ya Wuce Ya Bar Baya Da Kura	Politics
1193	Masu Sukar Lamiri Sun Caccaki Shugaban Venezuela Akan Cin Abinci Mai Tsada Yayinda Al'umar kasar suke Tagayyara.	Africa
1194	Buhari Ya Taya Obasanjo Murnar Cika Shekara 82	Nigeria
1195	Kaduna: Za a Kafa Kwamitin Da Zai Binciki Rikicin Kajuru, Kachia	World
1196	Gwamnatin Taraba Ta Tallafawa Al’ummar Da Ambaliyar Ruwa Ta Yiwa Barna	World
1197	Mutuwa Ta Hada Kan Gaggan ‘Yan Siyasa Da Ba Sa Ga Maciji a Sokoto	Nigeria
1198	Iran Ta Harbo Wani Jirgin Saman Amurka	World
1199	Za A Samu Jinkiri Wajen Kafa Gwamnatin Farar Hula A Sudan	Nigeria
1200	Faransa Ta Farauto Wasu Bakin Haure 50 A Cikin Jirgin Ruwa	World
1201	Buhari Ya Rushe Kwamitin Binciken Cin Hanci Da Rashawa	Nigeria
1202	Amurka Ta Jaddada Shirinta Na Samar Ma Najeriya Jiragen Yaki	World
1203	Mutane 189 Sun Mutu A Hadarin Jirgin Saman Indonesia	World
1204	Dakarun Najeriya Za Su Yi Wa 'Yan Bindigan Zamfara Dirar Mikiya	World
1205	Sudan ta Kudu: Sojojin 'Yan Tawaye Za Su Hade Da Na Gwamnati	Nigeria
1206	Janar Abdulsalam Ya Bukaci 'Yan Najeriya Su Kai Zuciya Nesa=	Nigeria
1207	Dakarun Janar Haftar Sun Shiga Filin Tashin Jiragen Birnin Tripoli	World
1208	Ruwa Da Muhalli Masu Tsabta Suna Da Muhimmanci A Rayuwar Kananan Yara	World
1209	An Kama Wasu Bakin Hauren Da Su Ka Nemi Arcewa Cikin Teku	World
1210	Sama Da Bakin Haure 100 Sun Mutu a Tekun Bahar Rum	World
1211	Rashin Isassun Kudade Na Yin Cikas Ga Yaki Da Cutar Ebola - WHO	Health
1212	Hukumar Lafiya ta duniya tace an sami raguwar masu rasuwa da cutar Malariya	Health
1213	Yau Ce Ranar Yaki Da Cutar SIDA Ko Kanjamau Ta Duniya	Health
1214	Shugaban Zimbabwe Ya Koma Gida Saboda Tsananin Rikicin Kasar	Africa
1215	Gwamnatin jihar Kano zata maido da tsarin duba gari	Nigeria
1216	Harin Houthi Ya Sa Saudiyya Rage Man Da Take Fitarwa	World
1217	Jihohin Da Za a Yi Gwagwagwa a Zaben Gwamna	Politics
1218	Shugaban Amurka Trump Ya Amince da Tillerson, Sakataren Harkokin Wajen Kasar	Africa
1219	Atiku Ya Kai Gangamin Yakin Neman Zabensa Jigawa	Nigeria
1220	Kwararru Sun Sami Karin Haske Game Da Zazzabin Cizon Sauro	Health
1221	Ra’ayoyi Shugaba Donald Trump Sun Bambamta Da Na Firaiminstan Japan Shinzo Abe	World
1222	Tanzania: An Mayar Da 'Yan Gudun Hijirar Burundi 500 Gida	Nigeria
1223	An Jinjinawa Dakarun Hadin Gwiwar Kasashen Afrika	World
1224	Mahara Sun Kashe Mai Garin Karal Jihar Taraba	Nigeria
1225	Bayyana Sunayen 'Yan Takara Da Masu Zabe Ya Jawo Cece-kuce	World
1226	Nijar Ta Soke Tsarin Takardar Visa Tsakaninta Da Kasashen Afirka	Africa
1227	Yar Najeriya Ta Rasu daga Ebola	Africa
1228	"Wani Littafi Ya Bayyana Shugaba Trump a Matsayin ""Kidahumi"""	World
1229	Shugaban Amurka Donald Trump Ya Ce Tsarin Shari'ar Amurka Shirme Ne	Africa
1230	Wasu 'Yan Bindiga Sun Harbe Dan Takarar Sanata A Jihar Oyo	World
1231	Sojoji Sun Kashe Janar Asamnew Tsige A Jiya Litinin	World
1232	Anyi Gargadi Kan Saida Maganin Zazzabin Cizon Sauro Mara Kyau a Kasar Ghana	Health
1233	“Wai Me Ke Faruwa Ne a Fagen Tsaro a Najeriya?” -SERAP ke tambaya	Nigeria
1234	Manoman Tumatir Sun Ce Kwastam Na Ja Musu Asarar Miliyoyin Naira	World
1235	Biraye Suna Dauke Da Fiye Da Miyagun Cututtuka 60	World
1236	Gwamnati Ta Ce Kungiyar IMN Aka Haramta Ba Addinin Shi'a Ba	Africa
1237	Mallakar Katin Shaida Wajibi Ne Ga Matafiyi A Sassan Arewa Maso Gabas - Inji Soji	Nigeria
1238	Adamawa: Ana Cece-kuce a Jam’iyyar APC Kan Tsayawa Takarar Gwamna	Politics
