#FreeAmade	O
pẹ̀lú	O
onísòwò	O
ará	O
ilẹ̀	O
Britain	O
,	O
Andrew	B-PER
Witty	I-PER
,	O
láti	O
máa	O
darí	O
àwọn	O
isẹ́	O
àkànse	O
láti	O
fi	O
gbógun	O
ti	O
ààrùn	O
COVID-19	O
fún	O
àjọ	O
àgbáyé	O
.	O
	
Olùdarí	O
àjọ	O
náà,Tedros	O
Ghebreyesus	O
,	O
ló	O
sọ̀rọ̀	O
yíí	O
lórí	O
ẹ̀rọ	O
ayélujára	O
lásìkò	O
tí	O
wọn	O
ṣe	O
ìdásílẹ̀	O
ikọ̀	O
ọ̀hún	O
ní	O
Geneva	B-LOC
.	O
	
Ghebreyesus	O
sọ	O
pé	O
Mo	B-PER
fẹ́	O
dúpẹ́	O
púpọ̀	O
lọ́wọ́	O
Andrew	B-PER
Witty	I-PER
àti	O
Ngozi	B-PER
Okonjo-Iweala	I-PER
láti	O
jẹ́	O
adarí	O
ikọ̀	O
tí	O
yóò	O
máa	O
mójútó	O
àwọn	O
irinsẹ́	O
àti	O
ohun	O
èlò	O
fún	O
gbígbógun	O
ti	O
ààrùn	O
COIVD-19	O
.	O
	
”	O
	
Ó	O
tún	O
ní	O
,	O
Isẹ́	O
àkànse	O
yíí	O
jẹ́	O
ìfọwọ́sowọ́pọ̀	O
àjọ	O
àgbáyé	O
láti	O
pèsè	O
àwọn	O
irinsẹ́	O
,	O
òògùn	O
,	O
abẹ́rẹ́	O
àjẹsára	O
,	O
ohun	O
ìtọ́jú	O
fún	O
gbígbógun	O
ti	O
ààrùn	O
COVID-19	O
àti	O
láti	O
máa	O
pín	O
káàkiri	O
gbogbo	O
orílẹ̀	O
èdè	O
àgbáyé	O
.	O
	
”	O
	
Lósẹ̀	O
tó	O
kọjá	O
ni	O
adarí	O
àjọ	O
ètò	O
àgbáyé	O
lórí	O
ọ̀rọ̀	O
owó	O
yíyá	O
,	O
Kristalina	B-PER
Georgieva	I-PER
,	O
tún	O
yan	O
Ngozi	B-LOC
Okonjo	B-PER
Iweala	I-PER
gẹ́gẹ́	O
bí	O
ọ̀kan	O
lára	O
ikọ̀	O
tí	O
yóò	O
máa	O
sàmójútó	O
ètò	O
ìnáwó	O
fún	O
àjọ	O
náà	O
.	O
	
Ikọ̀	O
náà	O
yóò	O
máa	O
sèpàdé	O
lóòrè-kóòrè	O
lọ́dún	O
láti	O
máa	O
sàlàyé	O
nípa	O
ìdàgbàsókè	O
àti	O
ètò	O
ìlànà	O
tí	O
wọn	O
ti	O
sẹ̀	O
.	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
COVID-19	O
:	O
Ìyàwó	O
ààrẹ	O
Buhari	B-PER
pín	O
àwọn	O
ohun	O
ilé-ìwòsàn	O
	
Ìyàwó	O
ààrẹ	O
orílẹ̀	O
èdè	O
Nàíjíríà	O
,	O
ìyáàfin	O
Aisha	B-PER
Buhari	I-PER
ti	O
pín	O
àwọn	O
ohun	O
èlò	O
ilé-ìwòsàn	O
fún	O
ìrànwọ́	O
láti	O
gbógun	O
ti	O
ìtànkálẹ̀	O
ààrùn	O
Corona	B-LOC
ìyẹn	O
COVID-19	O
.	O
	
Ìyáàfin	O
Buhari	B-PER
wá	O
fi	O
ìdùnnú	O
rẹ̀	O
hàn	O
sí	O
gbogbo	O
àwọn	O
tó	O
pèsè	O
ìrànwọ́	O
fún	O
gbígbógun	O
ti	O
ìtànkálẹ̀	O
ààrùn	O
ọ̀hún	O
náà	O
.	O
	
Ó	O
ní	O
,	O
orílẹ̀	O
èdè	O
Nàíjíríà	O
yóò	O
jẹ̀gbádùn	O
àwọn	O
ètò	O
ìrànwọ́	O
tí	O
ẹ	O
pèsè	O
.	O
	
’’	O
	
Olùrànlọ́wọ́	O
pàtàkì	O
fún	O
ìyáàfin	O
ààrẹ	O
Buhari	B-PER
lórí	O
ètò	O
ìlànà	O
isẹ́	O
ati	O
ìgbáyé-gbádùn	O
àwọn	O
obìnrin	O
,	O
Hajo	B-LOC
Sani	B-PER
ló	O
sojú	O
ìyàwó	O
ààrẹ	O
Buhari	B-PER
lásìkò	O
ayẹyẹ	O
láti	O
pín	O
àwon	O
ohun	O
èlò	O
ọ̀hún	O
nílùú	O
Àbújá	O
.	O
	
Lára	O
àwọn	O
ohun	O
èlò	O
tí	O
wọn	O
pín	O
ọ̀hún	O
ní	O
;	O
àwọn	O
ọ̀sẹ̀	B-DATE
ìfọwọ́	I-DATE
á-pa	O
kòkòrò	O
,	O
àwọn	O
òògùn	O
òyìnbó	O
,	O
ohun	O
èlò	O
ìdáàbò	O
bo	O
ara	O
,	O
irinsẹ́	O
,	O
ìbọ̀wọ̀	O
àti	O
asọ	O
ìdáàbò	O
bo	O
.	O
	
Àwọn	O
ohun	O
míràn	O
tún	O
ní	O
asọ	O
ìbọ̀wọ̀	O
,	O
gíláàsì	O
ìbòjú	O
,	O
àwọn	O
ohun	O
ìbùsùn	O
abbl	O
.	O
	
Àwọn	O
ìpínlẹ̀	O
mẹ́ta	O
ni	O
wọn	O
fún	O
ní	O
àwọn	O
ohun	O
èlò	O
wọ̀nyí	O
,	O
àwọn	O
ìpínlẹ̀	O
náá	O
ní	O
Bauchi	B-LOC
,	O
Gombe	B-LOC
àti	O
ìlú	O
Àbújá	O
,	O
Federal	B-ORG
Capital	I-ORG
Territory	I-ORG
(FCT)	O
.	O
	
Adarí	O
ẹ̀ka	O
tó	O
ń	O
mójútó	O
isẹ́	O
àkànse	O
fún	O
ètò	O
ìlera	O
àti	O
ìgbáyé	O
–gbádùn	O
àwọn	O
ènìyàn	O
,nílùú	O
Àbújá	O
,Mathew	O
Ashikeni	O
,	O
ló	O
tẹ́wọ́gba	O
àwọn	O
ohun	O
èlò	O
ọ̀hún	O
fún	O
mínísítà	O
ìlú	O
Àbújá	O
.	O
	
Dókítà	O
Ashikeni	O
ní	O
;	O
Àwọn	O
ohun	O
èlò	O
ìrànwọ́	O
náà	O
yóò	O
wúlò	O
láti	O
gbógun	O
ti	O
ààrùn	O
COVID-19	O
ní	O
olú-ìlú	O
orílẹ̀	O
èdè	O
Nàíjíríà	O
,	O
tó	O
wà	O
nílùú	O
Àbújá	O
.	O
	
’’	O
	
Ó	O
wá	O
fi	O
àwọn	O
asojú	O
ọ̀hún	O
lójú	O
pé	O
àwọn	O
yóò	O
lo	O
ohun	O
èlò	O
náà	O
bó	O
se	O
tọ́	O
àti	O
bó	O
se	O
yẹ	O
.	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
COVID-19	O
:	O
Àwọn	O
ènìyàn	O
mẹ́rìnléláàdọ́fà	O
(	O
114	O
)	O
míràn	O
tún	O
jẹyọ	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
	
Àwọn	O
ènìyàn	O
mẹ́rìnléláàdọ́fà	O
(	O
114	O
)	O
míràn	O
tún	O
ti	O
jẹyọ	O
tí	O
wọ́n	O
ní	O
ààrùn	O
Corona	B-LOC
(	O
COVID	O
19	B-DATE
)	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
.	O
	
ní	O
èyí	O
tí	O
ó	O
jẹ́	O
kí	O
iye	O
àwọn	O
tó	O
ní	O
ààrùn	O
Corona	B-LOC
jẹ́	O
márùndínlọgọrunlélẹ́gbẹ̀rún	O
(1095)	O
,	O
nígbà	O
tí	O
àwọn	O
ènìyàn	O
bí	O
méjídínláàdọ́fà	O
(	O
208	O
)	O
ti	O
gba	O
ìwòsàn	O
,	O
tí	O
àwọn	O
ènìyàn	O
méjìlélọ́gbọ̀n	O
(	O
32	O
)	O
sì	O
ti	O
jẹ́	O
Ọlọ́run	O
nípè	O
.	O
	
Àjọ	O
tó	O
ń	O
gbógun	O
ti	O
àjàkálẹ̀	O
ààrùn	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
(	O
NCDC	B-ORG
)	O
ló	O
kéde	O
yìí	O
lóríẹ̀rọ	O
Twitter	B-ORG
wọn	O
,	O
@NCDC	O
.	O
	
gov	O
ní	O
déédé	O
aago	B-DATE
méjìlá	I-DATE
kọjá	O
ìsẹ́jú	O
márùndínlọ́gbọ̀n,lọ́jọ́	O
Ẹtì	O
,ọjọ́	O
kẹrìnlélógún	O
,	O
Oṣù	O
kẹrin,ọdún	O
,	O
2020	B-DATE
.	O
	
Nínú	O
ènìyàn	O
ènìyàn	O
mẹ́rìnléláàdọ́fà	O
(	O
114	O
)	O
tí	O
wọn	O
sẹ̀sẹ̀	O
jẹyọ	O
ọ̀hún	O
,	O
ọgọ́rin	O
(	O
80	O
)	O
ni	O
ìpínlẹ̀	O
Eko	B-ORG
,	O
mọ́kànlélógún	O
(	O
21	B-DATE
)	O
ni	O
ìpínlẹ̀	O
Gombe	B-LOC
,	O
márùn	O
ún	O
(	O
5	B-DATE
)	O
ni	O
ilu	O
Abuja	B-LOC
,	O
Federal	B-ORG
Capital	I-ORG
Territory	I-ORG
(FCT)	O
,	O
méjì	O
(	O
2	B-DATE
)	O
ní	O
ìpínlẹ̀	O
Zamfara	O
àti	O
Edo	B-LOC
,	O
ẹyọ	O
kan	O
(	O
i	O
)	O
ni	O
ìpínlẹ̀	O
Ògùn	O
,	O
Ọ̀yọ́	B-LOC
,	O
Kaduna	B-LOC
àti	O
ìpínlẹ̀	O
Sokotoa	O
.	O
	
114	B-DATE
new	O
cases	O
of	O
#COVID19	O
have	O
been	O
reported;80	O
in	O
Lagos	B-LOC
,	O
21	B-DATE
in	O
Gombe	B-LOC
,	O
5	B-DATE
in	O
FCT	B-ORG
,	O
2	B-DATE
in	O
Zamfara	O
,	O
2	B-DATE
in	O
Edo	B-LOC
,	O
1	B-DATE
in	O
Ogun	B-PER
,	O
1	B-DATE
in	O
Oyo	B-LOC
,	O
1	B-DATE
in	O
Kaduna	B-LOC
,	O
1	B-DATE
in	O
Sokoto	B-LOC
As	O
at	B-ORG
11:30	B-DATE
pm	O
24th	O
April	B-PER
there	O
are	O
1095	B-DATE
confirmed	O
cases	O
of	O
#COVID19	O
reported	O
in	O
Nigeria	B-LOC
.	O
	
Discharged	O
:	O
208	O
Deaths	O
:	O
32	O
pic	O
.	O
	
twitter	O
.	O
	
com/NIDV1zTh9o	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
Abba	B-PER
Kyari	I-PER
jẹ́	O
olóòótọ́	O
fún	O
ààrẹ	O
Buhari	B-PER
àti	O
agbẹnusọ	O
rere	O
fún	O
Amẹrika	O
:	O
Ìjọba	O
Amẹrika	O
	
Ìjọba	O
orílẹ̀	O
èdè	O
Amerika	B-LOC
ti	O
sàpéjúwe	O
olóògbé	O
Abba	B-PER
Kyari	I-PER
gẹ́gẹ́	O
bí	O
ó	O
ṣe	O
jẹ́	O
olóòótọ́	O
adarí	O
òsìsẹ́	O
ìjọba	O
fún	O
ààrẹ	O
Buhari	B-PER
àti	O
agbẹnuṣọ	O
rere	O
fún	O
ìjọba	O
orílẹ̀	O
Amẹrika	O
	
Nínú	O
ọ̀rọ̀	O
ìbánikẹ́dùn	O
rẹ̀	O
sí	O
ààrẹ	O
Muhammadu	B-PER
Buhari,igbákejì	O
akọ̀wé	O
àgbà	O
ìpínlẹ̀	O
tó	O
ń	O
mójútó	O
ètò	O
ilẹ̀	O
Afrika	B-ORG
,	O
Tibor	O
Nagy,ló	O
gbósùbà	O
fún	O
ìwà	O
akínkanjú	O
tí	O
olóògbé	O
Kyari,wù	O
pàápàá	O
jùlọ	O
,	O
nípa	O
bí	O
orílẹ̀	O
èdè	O
Amẹ́ríkà	O
se	O
dá	O
owó	O
tí	O
iye	O
rè	O
jẹ́	O
ọ́ọ̀dúnrún	O
miliọnu	O
dọla	O
(	O
$300	O
million	O
)	O
tí	O
olóògbé	O
Sani	B-PER
Abacha	I-PER
jígbé	O
lọ	O
sí	O
orílẹ̀	O
Amẹrika	O
padà	O
fún	O
orílẹ̀	O
Nàíjíríà	O
.	O
	
Nagy	O
sọ	O
pé	O
‘‘Kyari	O
jẹ́	O
olóòótọ́	O
adarí	O
òsìsẹ́	O
ìjọba	O
fún	O
ààrẹ	O
Buhari	B-PER
àti	O
agbẹnuṣọ	O
rere	O
fún	O
ìjọba	O
orílẹ̀	O
Amẹrika	O
pàápàá	O
jùlọ	O
adarí	O
rere	O
fún	O
ikọ̀	O
wa	O
tó	O
wà	O
nílùú	O
Àbújá	O
.	O
	
‘‘Inú	O
wa	O
dùn	O
láti	O
bá	O
olóògbé	O
Kyari	O
se	O
àwọn	O
isẹ́	O
gidi-gidi	O
papọ̀	O
pàápàá	O
jùlọ	O
,	O
nípa	O
bí	O
wọn	O
se	O
da	O
ọ́ọ̀dúnrún	O
miliọnu	O
dọla	O
(	O
$300	O
million	O
)	O
tí	O
olóògbé	O
Sani	B-PER
Abacha	I-PER
jígbé	O
lọ	O
sí	O
orílẹ̀	O
Amẹrika	O
padà	O
fún	O
orílẹ̀	O
Nàíjíríà	O
.	O
	
‘‘Ó	O
dábàá	O
pé	O
kí	O
wọn	O
pín	O
owó	O
ọ̀hún	O
sí	O
ọ̀nà	O
mẹ́ta	O
láti	O
fi	O
ṣe	O
àwọn	O
isẹ́	O
àkànse	O
ohun	O
amáyédẹrùn	O
,	O
ní	O
èyí	O
láti	O
leè	O
jẹ́	O
kí	O
ìsọ̀kan	O
àti	O
ètò	O
ọ̀rọ̀	O
ajé	B-DATE
túbọ̀	O
fẹsẹ̀	O
múlẹ̀	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
.	O
	
”	O
	
Nagy	O
sọ̀rọ̀	O
yíi	O
lásìkò	O
tó	O
ń	O
kẹ́dùn	O
pẹ̀lú	O
ìjọba	O
àti	O
àwọn	O
ọmọ	O
orílẹ̀	O
èdè	O
Nàíjíríà	O
àti	O
ẹbí	O
Kyari	O
,	O
ó	O
ní	O
ìjọba	O
̀orílẹ̀	O
èdè	O
Amerika	B-LOC
tí	O
sèlérí	O
láti	O
dúró	O
ti	O
orílẹ̀	O
èdè	O
Nàíjíríà	O
láti	O
gbógun	O
ti	O
ìtànkálẹ̀	O
ààrùn	O
Corona	B-LOC
.	O
	
Ààrẹ	O
tún	O
rí	O
ìwé	O
ìkẹ́dùn	O
gbà	O
láti	O
ọwọ́	O
mínísítà	O
fún	O
Niger	B-LOC
Delta	I-LOC
,	O
Usani	B-PER
Uguru	I-PER
Usani	I-PER
,	O
,	O
olókoòwò	O
láti	O
ìlú	O
Kánò	O
,	O
Alhaji	O
Sabiu	O
Bàkó	O
àti	O
adarí	O
àwọn	O
òsìsẹ́	O
,	O
Bataure	O
Abdulazziz	O
.	O
	
Adémọ́lá	O
Adépọ́jú	O
.	O
	
COVID-19	O
:	O
Àwọn	O
ènìyàn	O
méjìdínláàdọ́fà	O
(	O
108	O
)	O
míràn	O
tún	O
jẹyọ	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
	
Àwọn	O
ènìyàn	O
méjìdínláàdọ́fà	O
(	O
108	O
)	O
míràn	O
tún	O
ti	O
jẹyọ	O
tí	O
wọ́n	O
ní	O
ààrùn	O
Corona	B-LOC
(	O
COVID	O
19	B-DATE
)	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
.	O
	
ní	O
èyí	O
tí	O
ó	O
jẹ́	O
kí	O
iye	O
àwọn	O
tó	O
ní	O
ààrùn	O
Corona	B-LOC
jẹ́	O
mọ́kàndílógúndínlẹ́gbẹ̀rún	O
(981)	O
,	O
nígbà	O
tí	O
àwọn	O
ènìyàn	O
bí	O
mẹ́tàdínnígba	O
(	O
197	O
)	O
ti	O
gba	O
ìwòsàn	O
,	O
tí	O
àwọn	O
ènìyàn	O
mọ́kànlélọ́gbọ̀n	O
(	O
31	B-DATE
)	O
sì	O
ti	O
jẹ́	O
Ọlọ́run	O
nípè	O
.	O
	
Àjọ	O
tó	O
ń	O
gbógun	O
ti	O
àjàkálẹ̀	O
ààrùn	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
(	O
NCDC	B-ORG
)	O
ló	O
kéde	O
yìí	O
lóríẹ̀rọ	O
Twitter	B-ORG
wọn	O
,	O
@NCDC	O
.	O
	
gov	O
.	O
	
Nínú	O
ènìyàn	O
mọ́kàndílógúndínlẹ́gbẹ̀rún	O
(	O
981	O
)	O
tí	O
wọn	O
sẹ̀sẹ̀	O
jẹyọ	O
ọ̀hún	O
,	O
méjídínlọ́gọ́rin	O
(	O
78	O
)	O
ni	O
ìpínlẹ̀	O
Eko	B-ORG
,	O
márùn	O
ún	O
(	O
5	B-DATE
)	O
ni	O
ìpínlẹ̀	O
Katsina	B-LOC
,	O
mẹ́rìnlá	O
(	O
14	B-DATE
)	O
ní	O
ìlú	O
Àbújá	O
,	O
Federal	B-ORG
Capital	I-ORG
Territory	I-ORG
(FCT)	O
,	O
márùn	O
ún	O
(	O
5	B-DATE
)	O
ni	O
ìpínlẹ̀	O
Ogun	B-PER
,	O
mẹ́rin(4	O
)	O
ni	O
ìpínlẹ̀	O
Gombe	B-LOC
,	O
mẹ́ta(3	O
)	O
ni	O
ìpínlẹ̀	O
Borno,méjì	O
(	O
2	B-DATE
)	O
ní	O
ìpínlẹ̀	O
Akwa	O
Ibom	O
,	O
ẹyọ	O
kan	O
(	O
1	B-DATE
)	O
ni	O
ìpínlẹ̀	O
Kwara	O
ati	O
ẹyọ	O
kan	O
(	O
1	B-DATE
)	O
ni	O
ìpínlẹ̀	O
Plateau	B-ORG
.	O
	
108	B-DATE
new	O
cases	O
of	O
#COVID19	O
have	O
been	O
reported;78	O
in	O
Lagos	B-LOC
,	O
14	B-DATE
in	O
FCT	B-ORG
,	O
5	B-DATE
in	O
Ogun	B-PER
,	O
4	B-DATE
in	O
Gombe	B-LOC
,	O
3	B-DATE
Borno	O
,	O
2	B-DATE
in	O
Akwa	O
Ibom	O
,	O
1	B-DATE
in	O
Kwara	O
,	O
1	B-DATE
in	O
Plateau	B-ORG
As	O
at	B-ORG
11:30	B-DATE
pm	O
23rd	O
April	B-PER
there	O
are	O
981	O
confirmed	O
cases	O
of	O
#COVID19	O
reported	O
in	O
Nigeria	B-LOC
.	O
	
Discharged	O
:	O
197Deaths	O
:	O
31#TakeResponsibility	O
pic	O
.	O
	
twitter	O
.	O
	
com/cq7STlnHGJ	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
Ilé-isẹ́	O
ológun	O
òfurufú	O
ṣe	O
ìdánilẹ́kọ̀ọ́	O
fún	O
àwọn	O
nọ́ọ̀sì	O
rẹ̀	O
nípa	O
ṣíse	O
ìtọ́jú	O
àwọn	O
tó	O
bá	O
farapa	O
	
Ilé-isẹ́	O
ológun	O
òfurufú	O
orílẹ̀	O
èdè	O
Nàíjíríà(NAF	O
)	O
ti	O
ṣe	O
ìdánilékọ̀ọ́	O
fún	O
àwọn	O
nọ́ọ̀sì	O
ọkọ̀	O
òfurufú	O
àti	O
àwọn	O
awakọ̀	O
òfurufú	O
.	O
	
ìdánilẹ́kọ̀ọ́yìí	O
wà	O
lára	O
àwọn	O
ètò	O
ìlànà	O
tí	O
ilé-isẹ́	O
ológun	O
òfurufú	O
là	O
sílẹ̀	O
fún	O
àwọn	O
ikọ̀	O
ọmọ	O
ogun	O
wọn	O
nípa	O
bí	O
wọn	O
yóò	O
ṣe	O
máa	O
kó	O
àti	O
se	O
ìtọ́jú	O
àwọn	O
ọmọ	O
ogun	O
tó	O
bá	O
farapa	O
lójú	O
ogun	O
.	O
	
Adarí	O
ẹ̀ka	O
ìròyìn	O
àti	O
ìbáṣepọ̀	O
tí	O
ikọ̀	O
ọmọ	O
ogun	O
òfurufú	O
ọ̀hún(NAF	O
)	O
Air	B-ORG
Commodore	I-ORG
Ìbíkúnlé	B-PER
Dáramólá	O
sọ	O
pé	O
ìdánilẹ́kọ̀ọ́	O
ọlọ́sẹ̀-	O
kan	O
parí	O
nípa	O
lílo	O
ọkọ	O
òfurufú	O
C-130H	O
tó	O
wà	O
ní	O
pápá	O
ọkọ̀	O
òfurufú	O
Nnamdi	B-PER
Azikwe	O
tó	O
ń	O
mójútó	O
írínájó	O
ilẹ̀	O
òkèèrè	O
tó	O
wà	O
nílùú	O
Àbújá	O
,	O
ní	O
èyí	O
láti	O
jẹ́	O
kí	O
àwọn	O
ikọ̀	O
ọmọ	O
ogun	O
ọ̀hún	O
ní	O
ìmọ̀	O
tó	O
gbóhúnjẹ-fẹ́gbẹ́	O
,	O
gbàwobọ̀	O
nípa	O
síse	O
ìtọ́jú	O
nínú	O
ọkọ̀	O
òfurufú	O
fún	O
àwọn	O
ọmọ	O
ogun	O
tó	O
bá	O
farapa	O
lójú	O
ogun	O
láti	O
du	B-ORG
ẹ̀mí	O
wọn	O
títí	O
tí	O
wọn	O
yóò	O
fi	O
gbé	O
wọn	O
dé	O
ilé-ìwòsàn	O
.	O
	
Dáramólá	O
ní	O
wọn	O
ti	O
se	O
ọkọ̀	O
òfurufú	O
NAF	B-ORG
C-130H	O
lọ́nà	O
tí	O
àwọn	O
ohun	O
èlò	O
tí	O
àwọn	O
tó	O
bá	O
farapa	O
tàbí	O
aláìsàn	O
leè	O
lo	O
láti	O
gba	O
ìtọ́jú	O
pàjáwìrì	O
.	O
	
Adarí	O
ilé-isẹ́	O
ológun	O
ọkọ̀	O
òfurufú	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
,	O
ọ̀gágun	O
Sadique	B-PER
Abubakar	I-PER
,	O
wá	O
fi	O
ìdùnnú	O
rẹ	O
hàn	O
nípa	O
ìdánilẹ́kọ̀ọ́	O
ọ̀hún	O
bí	O
àwọn	O
nọ́ọ̀ṣì	O
tí	O
yóò	O
máa	O
wá	O
nínú	O
ọkọ̀	O
òfurufú	O
náà	O
se	O
fakọyọ	O
.	O
	
Ó	O
tẹ̀síwájú	O
pé	O
wọ́n	O
tún	O
leè	O
lo	O
àwọn	O
irinsẹ́	O
àti	O
ohun	O
èlò	O
ọ̀hún	O
fún	O
gbígbé	O
àwọn	O
aláìsàn	O
ààrùn	O
COVID-19	O
tó	O
bá	O
nílò	O
ìtọ́jú	O
ní	O
kíákíá	O
.	O
	
Adarí	O
ọ̀hún	O
tún	O
ní	O
láti	O
bí	O
ọdún	O
mẹ́rin	O
àti	O
ààbọ̀	O
sẹ́yìn	O
ní	O
ilé-isẹ́	O
ikọ̀	O
ọmọ	O
ogun	O
òfurufú	O
tí	O
ń	O
gbìyànjú	O
láti	O
sètò	O
ìdálẹkọ́ọ̀	O
fún	O
ikọ̀	O
òsìsẹ́	O
elétò	O
ìlera	O
tó	O
jẹ́	O
ọmọ	O
ogun	O
ọkọ̀	O
òfurufú	O
nípa	O
pípèsè	O
ìtọ́jú	O
ètò	O
ìlera	O
fún	O
àwọn	O
ikọ̀	O
omọ	O
ogun	O
,	O
ẹbí	O
wọn	O
àti	O
àwọn	O
tó	O
bá	O
farapa	O
lójú	O
ogun	O
.	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
Ilé-isẹ́	O
ológun	O
run	O
agbègbè	O
ti	O
ikọ̀	O
ọmọ	O
ogun	O
ọlọ̀tẹ̀	O
fi	O
ń	O
ṣe	O
ibùgbé	O
ní	O
ìpínlẹ̀	O
Borno	O
	
Ilé-isẹ́	O
ológun	O
orí	O
afẹ́fẹ́	O
,	O
iyẹn	O
Air	B-ORG
Task	I-ORG
Force	I-ORG
of	O
Operation	B-ORG
LAFIYA	O
DOLE	O
,	O
tí	O
run	O
gbogbo	O
àwọn	O
agbègbè	O
ti	O
adarí	O
ikọ̀	O
ọmọ	O
ogun	O
ọlọ̀tẹ̀	O
Boko	B-LOC
Haram	I-LOC
fi	O
ń	O
ṣe	O
ibùgbé	O
ní	O
Bulawa	O
nínú	O
igbó	O
Sambisa	O
tó	O
wà	O
ní	O
ìpínlẹ̀	O
Borno	O
pátápátá	O
.	O
	
Agbẹnusọ	O
fún	O
ẹka	O
ìròyìn	O
ilé-isẹ́	O
ọ̀hún	O
,	O
ọ̀gágun	O
John	B-PER
Enenche	O
sọ	O
pé	O
ọkọ̀	O
ogun	O
òfurufú	O
bẹ̀rẹ̀	O
sí	O
ní	O
máa	O
ju	O
àdó	O
olóró	O
sí	O
àwọn	O
agbègbè	O
tí	O
adarí	O
ikọ̀	O
ọlọ́tẹ̀	O
Boko	B-LOC
Haram	I-LOC
wà	O
nípasẹ̀	O
ìròyìn	O
tí	O
àwọn	O
gbọ́	O
pé	O
agbègbè	O
náà	O
ni	O
ó	O
farapamọ́	O
sí	O
.	O
	
Ọ̀gágun	O
John	B-PER
Enenche	O
tún	O
ní	O
kí	O
ó	O
tó	O
di	O
pé	O
ikọ̀	O
ọlọ̀tẹ̀	O
Boko	B-LOC
Haram	I-LOC
tó	O
máa	O
gbáradì	O
láti	O
kojú	O
ìjà	O
pẹ̀lú	O
ikọ̀	O
ọmọ	O
-ogun	O
òfurufú	O
tó	O
ń	O
ju	O
àdó	O
olóró	O
ní	O
kíkan-kíkan	O
sí	O
àgbègbè	O
,	O
ní	O
àwọn	O
tí	O
fi	O
àdó	O
olóró	O
ṣé	O
wọ́n	O
bí	O
ọsẹ́	O
sé	O
ń	O
sojú	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
RAMADAN	O
:	O
ẹ	O
máa	O
lo	O
ààrùn	O
COIVD	O
-19	O
láti	O
yẹra	O
fún	O
ààwẹ̀-	O
Buhari	B-PER
	
Ààrẹ	O
orílẹ̀	O
èdè	O
Nàíjíríà,Muhammadu	O
Buhari	B-PER
ti	O
fi	O
ìkíni	O
rẹ̀	O
ránsẹ́	O
ṣí	O
gbogbo	O
àwọn	O
mùsùlùmí	O
tó	O
wà	O
lórílẹ̀	O
èdè	O
yìí	O
àti	O
ni	O
gbogbo	O
àgbáyé	O
látàrí	O
bí	O
wọ́n	O
ṣe	O
rí	O
òṣùpá	O
láti	O
bẹ̀rẹ̀	O
ààwẹ̀	O
ọgbọ̀njọ́	O
.	O
	
Ààrẹ	O
Buhari	B-PER
tún	O
wá	O
rọ	O
gbogbo	O
àwọn	O
mùsùlùmí	O
láti	O
farada	O
ìsẹ̀lẹ̀	O
ààrùn	O
Corona	B-LOC
tó	O
ń	O
jà	O
lórílẹ̀	O
èdè	O
yíí	O
sùgbọ́n	O
kí	O
wọn	O
máa	O
ṣe	O
lo	O
ìsẹ̀lẹ̀	O
ọ̀hún	O
láti	O
fi	O
yẹra	O
nípa	O
kíkópa	O
nínú	O
ààwẹ̀	O
Ramadan	O
àyàfi	O
tí	O
wọn	O
bá	O
ní	O
ìdí	O
kan	O
pàtàkì	O
tó	O
ní	O
ṣe	O
pẹ̀lú	O
ètò	O
ìlera	O
tàbí	O
èyí	O
tí	O
adarí	O
ẹ̀sìn	O
bá	O
la	O
sílẹ̀	O
láti	O
máa	O
kópa	O
nínú	O
ààwẹ̀	O
ọ̀hún	O
.	O
	
Ààrẹ	O
Buhari	B-PER
ní	O
ó	O
seni	O
láàànù	O
pé	O
ààwẹ̀	O
ọdún	O
yíi	O
wáyé	O
lásìkò	O
tí	O
gbogbo	O
àgbáyé	O
ń	O
kojú	O
ìpèníjà	O
àjàkálẹ̀	O
ààrun	O
COIVD-19	O
,	O
ní	O
èyí	O
tí	O
ó	O
ti	O
tàn	O
ká	O
igba	O
(	O
200	O
)	O
orílẹ̀	O
èdè	O
tó	O
wà	O
lágbàáyé	O
,	O
tí	O
gbogbo	O
orílẹ̀	O
èdè	O
sì	O
ń	O
pariwo	O
pé	O
kí	O
àwọn	O
ènìyàn	O
yàgò	O
fún	O
ìpéjọpọ̀	O
,	O
kí	O
wọn	O
sì	O
máa	O
dá	O
gbàdúrà	O
àti	O
ìsírun	O
wọn	O
tàbí	O
pẹ̀lú	O
ẹbí	O
wọn	O
.	O
	
